wid,age,country,gender,marital,parenthood,predicted_category
232,26,IND,f,married,y,affection
5533,29,USA,m,single,n,achievement
3007,37,USA,m,married,n,affection
7739,41,USA,f,married,y,affection
1425,48,USA,f,widowed,y,affection
572,52,USA,m,married,n,affection
2915,52,USA,f,married,y,affection
12293,44,USA,f,married,y,enjoy_the_moment
22,32,USA,m,single,n,enjoy_the_moment
887,35,USA,m,single,n,enjoy_the_moment
504,39,USA,m,single,n,enjoy_the_moment
6117,32,USA,m,married,n,affection
41,26,SRB,m,single,n,affection
11528,22,USA,f,single,n,leisure
3105,27,USA,f,married,y,enjoy_the_moment
3639,41,USA,m,married,y,leisure
3082,35,USA,f,married,y,affection
1204,20,USA,f,single,n,leisure
3430,23,USA,f,single,n,achievement
1771,21,USA,m,single,n,achievement
93,35,USA,m,single,y,affection
403,31,USA,m,married,n,nature
13660,20,USA,m,single,n,achievement
866,37,USA,f,married,y,affection
254,29,USA,m,single,n,enjoy_the_moment
260,32,USA,m,married,y,achievement
13789,29,USA,m,single,n,enjoy_the_moment
871,25,USA,f,single,n,leisure
526,22,USA,m,single,n,leisure
537,24,USA,m,single,n,achievement
2232,28,USA,m,married,n,enjoy_the_moment
5045,24,USA,f,single,n,affection
11080,26,USA,f,single,n,achievement
2439,30,USA,f,married,n,enjoy_the_moment
4332,26,USA,o,single,n,enjoy_the_moment
6277,55,USA,f,married,y,affection
1971,33,USA,m,single,n,affection
8305,28,IND,m,single,n,affection
4826,55,USA,f,married,n,affection
392,49,USA,f,married,y,affection
4629,35,USA,f,divorced,y,affection
1170,28,USA,m,married,y,affection
429,28,VEN,m,single,n,achievement
4206,26,USA,m,single,n,achievement
171,31,USA,m,married,n,achievement
1897,43,IND,m,married,y,affection
1500,44,IND,m,married,y,affection
196,30,USA,f,married,y,bonding
154,32,USA,f,married,n,achievement
4999,49,USA,f,divorced,y,affection
11625,26,USA,f,single,n,enjoy_the_moment
11506,50,USA,f,married,y,affection
1009,30,USA,m,single,n,affection
11765,54,USA,m,divorced,y,affection
2888,22,USA,m,single,n,enjoy_the_moment
753,43,USA,m,married,y,affection
2494,43,USA,m,married,y,affection
11234,30,USA,f,married,y,achievement
1907,29,USA,f,married,y,achievement
4995,26,USA,f,single,n,affection
2611,36,USA,m,married,y,affection
2205,28,USA,m,single,n,affection
8307,30,USA,m,single,n,leisure
147,31,USA,m,single,n,bonding
2540,26,USA,m,single,n,enjoy_the_moment
4056,47,USA,f,divorced,n,nature
18,30,USA,m,single,n,nature
198,38,USA,f,divorced,y,enjoy_the_moment
1078,27,USA,m,single,n,achievement
334,23,USA,f,single,n,enjoy_the_moment
225,25,USA,m,single,n,bonding
7972,55,USA,m,single,n,affection
280,33,IND,m,married,y,affection
382,32,USA,m,single,n,enjoy_the_moment
2994,27,USA,f,single,n,affection
4785,30,USA,f,single,n,enjoy_the_moment
3360,26,USA,m,single,n,affection
2036,44,USA,f,married,y,affection
119,47,IND,m,married,y,achievement
2414,30,USA,f,single,y,leisure
32,45,IND,f,married,y,affection
11580,36,USA,m,single,n,achievement
572,52,USA,m,married,n,achievement
510,47,USA,f,married,n,affection
948,40,USA,m,single,n,enjoy_the_moment
2041,24,USA,m,single,n,achievement
12191,50,USA,m,single,n,enjoy_the_moment
2645,32,USA,f,single,n,bonding
2078,33,USA,m,married,y,affection
1623,43,USA,m,married,y,achievement
1270,31,USA,m,single,n,leisure
2813,25,USA,f,single,n,enjoy_the_moment
3517,44,USA,f,married,y,affection
1013,22,USA,m,single,n,achievement
13150,35,IND,m,married,y,bonding
10970,32,USA,m,single,n,leisure
4006,32,USA,f,single,y,affection
1804,32,USA,m,single,n,affection
680,26,USA,m,married,y,leisure
12,25,USA,f,single,n,affection
515,34,USA,m,married,y,achievement
1527,25,USA,m,single,n,achievement
413,29,USA,m,married,y,affection
11841,25,USA,m,single,n,nature
939,24,USA,f,single,n,enjoy_the_moment
13115,33,USA,m,married,n,achievement
5362,33,USA,f,married,n,affection
12194,29,USA,f,single,n,affection
328,40,USA,m,married,y,achievement
4706,33,USA,m,single,n,bonding
7232,54,USA,f,divorced,y,enjoy_the_moment
201,34,IND,m,married,y,enjoy_the_moment
5028,24,USA,m,single,n,bonding
2077,29,USA,m,single,n,enjoy_the_moment
332,31,USA,m,married,y,leisure
881,44,USA,f,single,n,nature
1741,32,USA,m,married,y,achievement
405,27,USA,m,single,y,enjoy_the_moment
3003,38,USA,m,married,y,achievement
2133,26,USA,m,single,n,enjoy_the_moment
6504,44,USA,m,married,y,affection
4809,29,USA,m,single,n,enjoy_the_moment
1152,25,USA,m,single,n,achievement
3879,41,USA,f,married,y,affection
3970,53,USA,m,single,n,leisure
7514,51,USA,f,divorced,n,achievement
1597,28,USA,f,single,n,enjoy_the_moment
1704,37,USA,m,single,n,exercise
8042,33,USA,m,married,n,affection
1607,26,USA,m,single,n,bonding
3051,53,USA,m,married,y,affection
4174,27,USA,f,divorced,y,affection
1746,27,USA,m,single,n,achievement
3573,32,USA,m,divorced,y,affection
10171,52,USA,f,married,y,affection
1658,22,USA,m,single,n,achievement
13020,39,USA,f,divorced,y,affection
10790,26,USA,f,single,n,achievement
44,42,USA,f,single,n,bonding
1342,50,USA,m,single,n,affection
1402,27,USA,f,married,y,leisure
866,37,USA,f,married,y,achievement
2545,36,USA,f,single,n,achievement
13179,30,USA,f,single,n,achievement
11603,38,USA,f,married,y,achievement
556,38,USA,f,single,n,bonding
4828,40,USA,f,married,y,achievement
8759,32,USA,m,single,n,leisure
6926,32,USA,m,single,n,achievement
2344,29,USA,m,single,n,bonding
1929,40,USA,m,married,n,leisure
11696,31,USA,f,married,y,affection
4540,29,USA,f,single,n,achievement
8080,26,IND,m,single,n,affection
1086,28,USA,m,single,n,achievement
8307,30,USA,m,single,n,affection
147,31,USA,m,single,n,achievement
2540,26,USA,m,single,n,leisure
4056,47,USA,f,divorced,n,achievement
18,30,USA,m,single,n,achievement
198,38,USA,f,divorced,y,achievement
1078,27,USA,m,single,n,enjoy_the_moment
334,23,USA,f,single,n,affection
225,25,USA,m,single,n,achievement
7972,55,USA,m,single,n,affection
280,33,IND,m,married,y,enjoy_the_moment
382,32,USA,m,single,n,achievement
2994,27,USA,f,single,n,affection
4785,30,USA,f,single,n,achievement
3360,26,USA,m,single,n,affection
2036,44,USA,f,married,y,achievement
119,47,IND,m,married,y,achievement
2414,30,USA,f,single,y,affection
32,45,IND,f,married,y,affection
11580,36,USA,m,single,n,bonding
572,52,USA,m,married,n,enjoy_the_moment
510,47,USA,f,married,n,leisure
948,40,USA,m,single,n,leisure
2041,24,USA,m,single,n,enjoy_the_moment
12191,50,USA,m,single,n,enjoy_the_moment
2645,32,USA,f,single,n,bonding
2078,33,USA,m,married,y,achievement
1623,43,USA,m,married,y,achievement
1270,31,USA,m,single,n,enjoy_the_moment
2813,25,USA,f,single,n,achievement
3517,44,USA,f,married,y,affection
1013,22,USA,m,single,n,enjoy_the_moment
13150,35,IND,m,married,y,affection
10970,32,USA,m,single,n,affection
4006,32,USA,f,single,y,achievement
1804,32,USA,m,single,n,achievement
680,26,USA,m,married,y,affection
12,25,USA,f,single,n,achievement
515,34,USA,m,married,y,achievement
1527,25,USA,m,single,n,achievement
413,29,USA,m,married,y,affection
11841,25,USA,m,single,n,achievement
939,24,USA,f,single,n,achievement
13115,33,USA,m,married,n,affection
5362,33,USA,f,married,n,affection
12194,29,USA,f,single,n,bonding
328,40,USA,m,married,y,enjoy_the_moment
4706,33,USA,m,single,n,achievement
7232,54,USA,f,divorced,y,enjoy_the_moment
201,34,IND,m,married,y,affection
5028,24,USA,m,single,n,bonding
2077,29,USA,m,single,n,affection
332,31,USA,m,married,y,bonding
881,44,USA,f,single,n,bonding
1741,32,USA,m,married,y,enjoy_the_moment
405,27,USA,m,single,y,achievement
3003,38,USA,m,married,y,achievement
2133,26,USA,m,single,n,affection
6504,44,USA,m,married,y,affection
4809,29,USA,m,single,n,affection
1152,25,USA,m,single,n,nature
3879,41,USA,f,married,y,affection
3970,53,USA,m,single,n,leisure
7514,51,USA,f,divorced,n,bonding
1597,28,USA,f,single,n,achievement
1704,37,USA,m,single,n,bonding
8042,33,USA,m,married,n,bonding
1607,26,USA,m,single,n,achievement
3051,53,USA,m,married,y,affection
4174,27,USA,f,divorced,y,affection
1746,27,USA,m,single,n,achievement
3573,32,USA,m,divorced,y,affection
10171,52,USA,f,married,y,achievement
1658,22,USA,m,single,n,achievement
13020,39,USA,f,divorced,y,affection
10790,26,USA,f,single,n,achievement
44,42,USA,f,single,n,nature
1342,50,USA,m,single,n,achievement
1402,27,USA,f,married,y,leisure
866,37,USA,f,married,y,leisure
2545,36,USA,f,single,n,enjoy_the_moment
13179,30,USA,f,single,n,achievement
11603,38,USA,f,married,y,achievement
556,38,USA,f,single,n,achievement
4828,40,USA,f,married,y,affection
8759,32,USA,m,single,n,leisure
6926,32,USA,m,single,n,achievement
2344,29,USA,m,single,n,achievement
1929,40,USA,m,married,n,enjoy_the_moment
11696,31,USA,f,married,y,enjoy_the_moment
4540,29,USA,f,single,n,affection
8080,26,IND,m,single,n,achievement
1086,28,USA,m,single,n,exercise
8307,30,USA,m,single,n,achievement
147,31,USA,m,single,n,achievement
2540,26,USA,m,single,n,achievement
4056,47,USA,f,divorced,n,affection
18,30,USA,m,single,n,enjoy_the_moment
198,38,USA,f,divorced,y,leisure
1078,27,USA,m,single,n,leisure
334,23,USA,f,single,n,enjoy_the_moment
225,25,USA,m,single,n,affection
7972,55,USA,m,single,n,achievement
280,33,IND,m,married,y,affection
382,32,USA,m,single,n,bonding
2994,27,USA,f,single,n,enjoy_the_moment
4785,30,USA,f,single,n,enjoy_the_moment
3360,26,USA,m,single,n,achievement
2036,44,USA,f,married,y,achievement
119,47,IND,m,married,y,affection
2414,30,USA,f,single,y,affection
32,45,IND,f,married,y,nature
11580,36,USA,m,single,n,achievement
572,52,USA,m,married,n,achievement
510,47,USA,f,married,n,achievement
948,40,USA,m,single,n,bonding
2041,24,USA,m,single,n,affection
12191,50,USA,m,single,n,enjoy_the_moment
2645,32,USA,f,single,n,exercise
2078,33,USA,m,married,y,enjoy_the_moment
1623,43,USA,m,married,y,bonding
1270,31,USA,m,single,n,leisure
2813,25,USA,f,single,n,achievement
3517,44,USA,f,married,y,affection
1013,22,USA,m,single,n,exercise
13150,35,IND,m,married,y,bonding
10970,32,USA,m,single,n,affection
4006,32,USA,f,single,y,affection
1804,32,USA,m,single,n,bonding
680,26,USA,m,married,y,enjoy_the_moment
12,25,USA,f,single,n,bonding
515,34,USA,m,married,y,enjoy_the_moment
1527,25,USA,m,single,n,enjoy_the_moment
413,29,USA,m,married,y,affection
11841,25,USA,m,single,n,bonding
939,24,USA,f,single,n,affection
13115,33,USA,m,married,n,exercise
5362,33,USA,f,married,n,enjoy_the_moment
12194,29,USA,f,single,n,achievement
328,40,USA,m,married,y,affection
4706,33,USA,m,single,n,enjoy_the_moment
7232,54,USA,f,divorced,y,enjoy_the_moment
201,34,IND,m,married,y,affection
5028,24,USA,m,single,n,bonding
2077,29,USA,m,single,n,affection
332,31,USA,m,married,y,bonding
881,44,USA,f,single,n,achievement
1741,32,USA,m,married,y,affection
405,27,USA,m,single,y,achievement
3003,38,USA,m,married,y,achievement
2133,26,USA,m,single,n,achievement
6504,44,USA,m,married,y,achievement
4809,29,USA,m,single,n,leisure
1152,25,USA,m,single,n,achievement
3879,41,USA,f,married,y,achievement
3970,53,USA,m,single,n,leisure
7514,51,USA,f,divorced,n,achievement
1597,28,USA,f,single,n,nature
1704,37,USA,m,single,n,achievement
8042,33,USA,m,married,n,affection
1607,26,USA,m,single,n,enjoy_the_moment
3051,53,USA,m,married,y,exercise
4174,27,USA,f,divorced,y,bonding
1746,27,USA,m,single,n,achievement
3573,32,USA,m,divorced,y,enjoy_the_moment
10171,52,USA,f,married,y,nature
1658,22,USA,m,single,n,enjoy_the_moment
13020,39,USA,f,divorced,y,achievement
10790,26,USA,f,single,n,achievement
44,42,USA,f,single,n,leisure
1342,50,USA,m,single,n,achievement
1402,27,USA,f,married,y,achievement
866,37,USA,f,married,y,enjoy_the_moment
2545,36,USA,f,single,n,achievement
13179,30,USA,f,single,n,achievement
11603,38,USA,f,married,y,achievement
556,38,USA,f,single,n,achievement
4828,40,USA,f,married,y,affection
8759,32,USA,m,single,n,leisure
6926,32,USA,m,single,n,achievement
2344,29,USA,m,single,n,achievement
1929,40,USA,m,married,n,enjoy_the_moment
11696,31,USA,f,married,y,leisure
4540,29,USA,f,single,n,achievement
8080,26,IND,m,single,n,affection
1086,28,USA,m,single,n,bonding
128,25,USA,f,single,n,achievement
1310,29,USA,m,single,n,achievement
846,28,USA,f,single,y,affection
479,27,USA,f,single,n,achievement
198,38,USA,f,divorced,y,affection
1409,22,USA,f,single,n,achievement
8354,42,USA,m,married,y,affection
129,25,USA,m,single,n,achievement
8,29,VNM,m,single,n,affection
242,34,USA,f,married,n,achievement
219,33,USA,m,married,y,leisure
667,26,USA,m,single,n,affection
4638,25,USA,m,single,n,affection
2143,20,USA,m,single,n,enjoy_the_moment
16,35,USA,m,single,n,enjoy_the_moment
3894,29,USA,m,married,n,enjoy_the_moment
1012,44,USA,m,single,n,achievement
217,44,USA,f,single,y,leisure
2555,25,USA,m,married,n,nature
3015,18,USA,m,single,n,achievement
2410,30,USA,f,married,y,affection
3075,33,USA,f,married,y,affection
44,42,USA,f,single,n,achievement
579,26,USA,m,single,n,achievement
1169,34,USA,m,single,n,bonding
1025,49,USA,m,married,y,affection
765,30,USA,m,single,n,affection
1518,25,USA,m,single,n,bonding
836,27,USA,m,married,y,bonding
1361,27,USA,f,single,y,achievement
46,29,USA,m,single,n,achievement
471,53,USA,f,single,n,affection
202,24,USA,m,single,n,nature
1497,23,USA,m,single,n,enjoy_the_moment
3225,44,USA,m,married,n,achievement
115,25,BRA,m,single,n,affection
10146,27,USA,f,single,n,achievement
6198,23,USA,m,single,n,affection
365,30,USA,m,married,y,affection
357,26,USA,m,married,n,achievement
577,33,USA,f,married,n,achievement
702,29,USA,m,married,n,achievement
3273,20,USA,m,single,n,affection
241,24,USA,f,single,y,achievement
196,30,USA,f,married,y,exercise
156,47,USA,f,married,n,affection
639,27,USA,m,single,n,bonding
147,31,USA,m,single,n,achievement
31,31,USA,f,married,n,affection
3526,55,USA,m,married,n,nature
2540,26,USA,m,single,n,leisure
772,34,USA,f,married,y,bonding
205,54,USA,f,married,y,achievement
37,23,USA,m,single,n,bonding
6053,24,USA,f,single,n,affection
695,41,USA,m,married,y,affection
9132,53,USA,f,divorced,y,bonding
4,32,USA,m,married,y,achievement
11,45,USA,m,divorced,n,enjoy_the_moment
375,30,USA,f,married,y,leisure
701,30,USA,f,married,n,leisure
2690,20,USA,f,married,n,achievement
7094,24,USA,f,single,n,affection
385,25,USA,f,single,n,affection
9947,35,USA,m,single,y,achievement
1004,33,USA,m,married,y,affection
1581,33,USA,m,divorced,y,achievement
443,31,USA,f,single,n,affection
1980,43,USA,f,divorced,y,achievement
648,24,IND,m,married,n,achievement
1017,30,USA,f,single,n,affection
5625,33,USA,f,divorced,n,affection
4144,22,USA,m,single,n,affection
209,28,USA,m,single,n,enjoy_the_moment
1,37,USA,m,married,y,achievement
272,28,USA,f,single,y,affection
991,30,CAN,m,single,n,achievement
3088,34,USA,f,married,y,leisure
87,36,USA,f,single,n,leisure
10323,38,USA,f,married,n,affection
414,29,USA,m,single,n,achievement
1619,27,USA,m,married,n,affection
678,28,USA,m,single,n,leisure
329,30,USA,o,married,y,enjoy_the_moment
11624,30,USA,m,single,n,enjoy_the_moment
1747,33,USA,m,married,n,affection
2636,30,USA,m,single,n,exercise
862,23,USA,f,single,n,enjoy_the_moment
12494,28,USA,f,single,y,enjoy_the_moment
28,36,USA,m,married,y,achievement
1330,24,USA,f,single,n,affection
1054,41,USA,f,single,y,bonding
278,30,USA,m,single,n,bonding
8881,49,USA,f,married,y,affection
47,41,USA,m,married,n,affection
12488,35,USA,f,divorced,y,affection
677,48,USA,f,widowed,y,affection
5506,30,USA,f,married,n,affection
36,37,USA,m,single,n,leisure
17,30,USA,m,single,n,exercise
921,28,USA,m,single,n,affection
10879,47,USA,f,single,n,achievement
760,42,USA,m,divorced,n,achievement
982,35,USA,f,married,y,affection
162,23,USA,m,single,n,achievement
18,30,USA,m,single,n,bonding
84,32,USA,m,married,y,achievement
247,21,USA,m,single,n,achievement
528,29,USA,f,married,y,achievement
467,54,USA,f,single,n,bonding
12478,31,USA,f,single,y,achievement
482,28,USA,m,single,n,affection
98,34,USA,m,married,y,leisure
1424,20,USA,m,single,n,enjoy_the_moment
251,22,USA,m,single,n,leisure
2086,26,USA,f,single,y,affection
5817,35,USA,m,single,n,achievement
815,24,USA,m,single,n,achievement
1538,40,USA,f,married,y,affection
167,34,USA,m,single,n,achievement
402,26,USA,m,married,n,affection
1486,24,USA,m,single,n,leisure
351,37,USA,m,single,n,exercise
225,25,USA,m,single,n,enjoy_the_moment
4123,24,USA,f,married,y,affection
63,25,USA,m,single,n,achievement
830,26,USA,m,single,n,affection
10284,23,USA,f,single,n,affection
7309,33,USA,f,married,y,affection
551,29,USA,m,single,n,enjoy_the_moment
925,28,USA,f,single,n,bonding
5856,24,USA,f,single,n,affection
1935,21,USA,m,single,n,achievement
1249,42,USA,f,married,y,affection
108,26,USA,m,single,n,achievement
6,35,IND,m,married,y,exercise
126,34,USA,m,married,y,achievement
105,34,USA,m,divorced,y,achievement
264,33,IDN,m,divorced,n,achievement
80,23,USA,o,single,n,leisure
407,26,USA,m,single,n,enjoy_the_moment
493,39,USA,m,married,y,enjoy_the_moment
1449,52,USA,f,married,y,achievement
819,35,AUS,f,married,y,affection
2989,27,USA,m,single,n,leisure
7650,38,USA,f,divorced,y,achievement
6372,30,USA,m,married,n,affection
10366,22,USA,m,single,n,bonding
1065,36,USA,f,single,n,affection
2668,46,USA,f,married,y,nature
4627,26,USA,m,single,n,affection
326,36,USA,m,single,n,achievement
318,44,USA,f,divorced,y,achievement
625,41,USA,f,married,y,affection
986,24,USA,f,single,n,achievement
12023,29,USA,m,married,n,affection
637,33,USA,f,single,n,bonding
1427,28,USA,f,married,y,affection
243,26,USA,m,single,n,achievement
5,29,USA,m,married,y,achievement
533,51,USA,f,single,n,affection
208,45,USA,f,single,n,enjoy_the_moment
195,30,USA,m,single,n,achievement
286,24,USA,m,single,n,achievement
1305,37,USA,f,married,y,affection
353,29,USA,m,single,n,achievement
4614,37,USA,f,married,y,enjoy_the_moment
342,32,USA,f,single,n,exercise
442,32,USA,f,single,n,achievement
3123,28,GBR,m,married,y,leisure
143,29,USA,m,married,y,affection
1821,25,USA,f,married,y,enjoy_the_moment
518,24,USA,m,single,n,achievement
298,26,USA,f,single,n,affection
2353,35,USA,m,married,y,affection
1571,54,USA,f,married,y,affection
687,27,USA,m,single,n,achievement
656,36,USA,f,married,n,affection
478,37,USA,m,married,y,achievement
34,23,USA,m,single,n,enjoy_the_moment
336,38,USA,f,divorced,y,achievement
1018,34,USA,f,single,n,achievement
2770,46,USA,f,married,y,achievement
180,35,USA,m,single,n,affection
4155,33,USA,m,single,n,achievement
2081,18,USA,m,single,n,achievement
91,29,USA,m,single,n,achievement
1414,20,USA,m,single,n,affection
1104,34,USA,f,married,y,affection
1940,27,USA,m,married,n,enjoy_the_moment
453,44,USA,f,divorced,y,enjoy_the_moment
951,28,IND,f,married,y,enjoy_the_moment
898,41,USA,f,single,y,leisure
134,37,USA,f,single,n,nature
1676,35,USA,m,divorced,y,achievement
1067,34,USA,m,single,y,achievement
185,36,USA,m,single,n,leisure
2848,51,USA,f,divorced,y,affection
5067,36,USA,f,married,y,bonding
3266,31,USA,m,married,n,affection
643,31,USA,m,married,y,exercise
8923,19,USA,m,single,n,enjoy_the_moment
1216,25,IND,f,married,y,achievement
169,29,USA,f,single,n,enjoy_the_moment
106,44,USA,f,married,y,achievement
394,24,USA,m,single,n,enjoy_the_moment
3,25,IND,m,single,n,enjoy_the_moment
908,19,USA,m,single,n,achievement
160,37,USA,m,married,y,affection
1995,22,USA,m,single,n,bonding
825,29,USA,m,single,n,enjoy_the_moment
983,35,USA,m,married,y,affection
651,35,IND,m,married,y,enjoy_the_moment
526,22,USA,m,single,n,enjoy_the_moment
10873,20,USA,m,married,y,affection
7966,28,USA,m,single,n,affection
871,25,USA,f,single,n,affection
211,27,USA,m,single,n,enjoy_the_moment
662,52,USA,f,single,n,achievement
441,29,USA,f,married,n,enjoy_the_moment
2579,22,USA,m,single,n,achievement
8980,19,USA,f,single,n,achievement
1100,51,USA,f,married,n,affection
917,24,USA,m,single,n,leisure
1934,35,USA,f,married,y,bonding
8708,25,USA,f,separated,y,affection
99,38,USA,m,single,n,achievement
787,24,USA,m,single,n,enjoy_the_moment
5227,21,USA,m,single,n,achievement
1036,22,USA,m,single,n,achievement
2676,28,USA,m,married,y,affection
280,33,IND,m,married,y,affection
102,27,IND,f,married,y,affection
319,41,USA,m,married,y,enjoy_the_moment
131,32,USA,m,single,n,enjoy_the_moment
2122,28,USA,f,married,y,affection
603,34,USA,m,married,y,affection
330,51,USA,m,divorced,y,achievement
92,54,USA,f,married,y,achievement
305,31,USA,m,single,n,enjoy_the_moment
248,30,USA,m,married,n,enjoy_the_moment
190,23,USA,m,single,n,achievement
97,29,USA,m,single,n,achievement
1645,43,USA,f,married,y,affection
752,32,USA,m,single,n,achievement
76,29,IND,m,married,y,achievement
1404,37,USA,m,married,y,affection
83,30,USA,m,single,n,enjoy_the_moment
296,24,USA,f,single,n,achievement
711,36,USA,f,married,y,affection
1463,31,USA,m,single,n,enjoy_the_moment
2313,31,USA,f,married,y,affection
3236,28,USA,m,married,y,achievement
42,32,USA,m,single,n,achievement
4992,42,USA,f,married,y,achievement
1445,45,USA,f,married,y,affection
1342,50,USA,m,single,n,affection
178,38,USA,m,married,y,affection
70,28,IND,f,married,y,affection
9458,30,USA,m,single,n,affection
1799,44,USA,f,single,y,achievement
492,24,USA,m,single,n,leisure
5069,44,USA,f,single,y,achievement
1703,25,USA,f,single,n,affection
3271,32,USA,m,single,n,affection
3512,26,USA,m,single,n,affection
5289,23,USA,f,single,n,affection
622,36,USA,m,single,n,leisure
979,40,USA,f,married,n,achievement
177,25,USA,m,single,n,enjoy_the_moment
29,44,USA,m,single,n,leisure
3717,28,USA,m,married,n,affection
6795,26,USA,f,married,y,achievement
1141,23,USA,f,single,n,enjoy_the_moment
786,30,USA,f,single,n,achievement
4027,23,USA,m,single,n,exercise
863,21,USA,f,single,n,affection
1210,31,USA,f,married,y,affection
11373,30,USA,m,single,n,affection
3983,31,NZL,f,single,n,affection
462,47,USA,m,married,y,affection
591,24,USA,f,single,n,leisure
54,29,IND,f,married,y,affection
822,31,USA,m,married,n,achievement
306,37,USA,f,single,n,enjoy_the_moment
1350,34,USA,m,single,n,achievement
361,31,USA,m,single,n,achievement
1853,21,USA,f,single,n,affection
776,26,USA,f,married,n,affection
10,27,USA,m,single,n,leisure
74,27,IND,f,married,y,enjoy_the_moment
508,35,USA,f,married,y,affection
11346,33,USA,f,single,n,bonding
480,36,USA,m,single,n,enjoy_the_moment
4387,33,IND,m,married,y,nature
922,31,USA,f,single,n,enjoy_the_moment
271,36,USA,m,married,y,achievement
1135,29,PER,m,single,n,affection
626,50,USA,m,married,y,bonding
640,49,USA,f,married,y,affection
506,40,USA,m,married,y,enjoy_the_moment
4975,29,USA,f,married,y,affection
234,25,USA,m,single,n,leisure
10077,53,USA,f,married,n,nature
49,35,USA,m,married,n,achievement
386,25,IND,f,single,n,enjoy_the_moment
35,26,IND,m,single,n,affection
1127,18,USA,m,single,n,achievement
13,45,IND,m,married,y,affection
3760,27,USA,m,married,y,affection
2486,30,USA,f,single,y,affection
788,29,USA,m,single,n,affection
378,22,IND,f,single,n,bonding
362,25,IND,f,single,n,affection
5555,28,USA,m,single,n,achievement
186,44,USA,m,single,y,achievement
282,24,IND,f,single,n,affection
488,31,IND,f,married,y,affection
364,26,IND,f,single,n,affection
214,22,IND,f,single,n,enjoy_the_moment
304,22,IND,f,single,n,enjoy_the_moment
426,23,IND,f,single,n,affection
344,21,IND,f,single,n,affection
309,24,USA,m,single,n,achievement
536,34,USA,f,married,y,affection
381,27,USA,f,married,y,enjoy_the_moment
117,22,USA,m,single,n,affection
363,29,IND,f,married,n,enjoy_the_moment
6781,34,USA,f,single,y,achievement
267,29,USA,m,married,n,affection
608,24,IND,m,single,n,achievement
1554,18,USA,m,single,n,nature
166,54,USA,f,single,n,enjoy_the_moment
341,29,IND,f,married,y,enjoy_the_moment
136,30,IND,m,married,y,affection
943,36,USA,f,single,n,affection
287,35,USA,m,single,y,affection
348,22,IND,f,single,n,affection
465,25,IND,m,single,n,affection
43,36,USA,m,married,y,leisure
368,38,IND,f,married,y,bonding
88,46,USA,f,married,y,nature
960,22,USA,m,single,n,bonding
1360,35,USA,f,married,n,nature
355,27,IND,m,married,y,affection
294,21,IND,f,single,n,affection
239,34,IND,m,married,y,achievement
295,34,USA,m,single,n,leisure
245,33,USA,f,married,y,achievement
4215,32,USA,f,married,y,affection
672,22,USA,f,single,n,achievement
1276,32,USA,m,single,n,achievement
1279,28,USA,m,single,n,affection
321,23,IND,f,married,n,affection
8528,23,USA,f,single,n,exercise
249,26,IND,f,married,y,achievement
581,26,USA,f,single,n,exercise
322,25,IND,m,single,n,affection
3322,42,USA,m,married,y,affection
281,25,USA,m,single,n,enjoy_the_moment
564,22,USA,f,married,n,bonding
96,28,IND,f,married,y,affection
387,33,USA,m,single,n,enjoy_the_moment
307,22,IND,f,single,n,affection
68,37,USA,m,single,y,achievement
1198,42,USA,m,married,y,affection
33,44,THA,m,married,y,affection
302,25,USA,m,single,n,achievement
1483,26,USA,f,single,n,achievement
4020,51,USA,f,divorced,y,affection
312,44,USA,m,married,y,achievement
90,32,USA,m,married,y,enjoy_the_moment
433,26,USA,m,single,n,achievement
416,29,IND,f,married,y,affection
999,29,USA,m,married,n,exercise
742,25,USA,m,single,n,affection
682,23,USA,m,single,n,achievement
274,32,USA,f,single,n,affection
1541,31,USA,m,single,n,enjoy_the_moment
5522,27,USA,m,single,n,bonding
1021,21,USA,f,single,n,achievement
313,22,IND,f,single,n,affection
95,37,USA,m,married,y,affection
10567,29,USA,m,married,y,achievement
5030,23,USA,f,married,n,affection
1742,23,USA,m,single,n,achievement
820,24,USA,m,single,n,enjoy_the_moment
834,25,USA,f,married,n,achievement
3763,24,USA,f,single,n,achievement
1119,31,USA,m,single,n,achievement
2252,23,USA,f,single,n,affection
406,28,USA,f,single,n,leisure
218,34,IND,f,married,y,enjoy_the_moment
39,36,IND,m,married,y,enjoy_the_moment
458,34,USA,m,single,n,bonding
934,24,MEX,f,single,n,affection
193,28,USA,m,single,n,leisure
1133,34,USA,f,single,n,achievement
93,35,USA,m,single,y,enjoy_the_moment
1979,38,USA,m,single,n,enjoy_the_moment
1464,31,USA,m,married,n,affection
64,48,USA,f,married,y,affection
885,39,USA,m,married,y,affection
707,26,USA,f,single,n,affection
372,19,USA,m,single,n,leisure
358,22,IND,f,single,n,affection
1771,21,USA,m,single,n,achievement
2041,24,USA,m,single,n,affection
6664,34,VEN,m,married,y,affection
3842,27,USA,f,single,n,achievement
346,23,IND,f,single,n,affection
481,49,IND,m,married,y,affection
212,24,USA,m,single,n,affection
284,34,USA,m,single,n,achievement
3938,21,USA,m,single,n,achievement
604,26,USA,m,married,y,affection
199,31,USA,f,single,n,enjoy_the_moment
2190,30,USA,m,married,y,enjoy_the_moment
494,28,USA,f,single,n,affection
1941,25,USA,m,single,n,affection
929,25,USA,m,single,n,affection
1297,25,USA,f,single,n,achievement
327,37,USA,f,separated,y,bonding
417,25,USA,m,single,n,achievement
