wid,age,country,gender,marital,parenthood,predicted_category
2842,22,USA,m,single,n,achievement
3885,26,PHL,f,single,n,affection
2355,43,USA,f,married,y,achievement
8090,31,USA,f,single,n,enjoy_the_moment
13415,37,IND,m,married,y,affection
13104,35,USA,m,married,y,affection
12286,25,USA,f,married,n,affection
12453,30,USA,f,married,y,affection
2355,43,USA,f,married,y,achievement
8090,31,USA,f,single,n,achievement
13415,37,IND,m,married,y,bonding
13104,35,USA,m,married,y,leisure
12286,25,USA,f,married,n,achievement
12453,30,USA,f,married,y,achievement
2355,43,USA,f,married,y,affection
8090,31,USA,f,single,n,affection
13415,37,IND,m,married,y,achievement
13104,35,USA,m,married,y,achievement
12286,25,USA,f,married,n,affection
12453,30,USA,f,married,y,achievement
10580,41,USA,m,married,y,achievement
3485,21,USA,m,single,n,affection
2842,22,USA,m,single,n,affection
11496,27,USA,m,single,n,achievement
2018,34,IND,m,married,y,leisure
2583,28,USA,m,married,y,affection
12913,29,USA,m,single,n,affection
10580,41,USA,m,married,y,achievement
3485,21,USA,m,single,n,achievement
2842,22,USA,m,single,n,achievement
11496,27,USA,m,single,n,achievement
2018,34,IND,m,married,y,achievement
2583,28,USA,m,married,y,achievement
12913,29,USA,m,single,n,affection
10580,41,USA,m,married,y,affection
3485,21,USA,m,single,n,bonding
2842,22,USA,m,single,n,achievement
11496,27,USA,m,single,n,leisure
2018,34,IND,m,married,y,bonding
2583,28,USA,m,married,y,affection
12913,29,USA,m,single,n,achievement
4424,38,USA,f,married,y,affection
3485,21,USA,m,single,n,achievement
11124,25,USA,f,single,n,achievement
11693,28,USA,f,married,n,bonding
3650,39,USA,f,married,y,affection
12269,25,USA,f,single,n,nature
4424,38,USA,f,married,y,achievement
3485,21,USA,m,single,n,affection
11124,25,USA,f,single,n,achievement
11693,28,USA,f,married,n,achievement
3650,39,USA,f,married,y,achievement
12269,25,USA,f,single,n,bonding
4424,38,USA,f,married,y,achievement
3485,21,USA,m,single,n,bonding
11124,25,USA,f,single,n,bonding
11693,28,USA,f,married,n,achievement
3650,39,USA,f,married,y,leisure
12269,25,USA,f,single,n,achievement
6342,36,USA,f,single,y,affection
6342,36,USA,f,single,y,affection
6342,36,USA,f,single,y,achievement
13166,33,USA,f,married,y,affection
13166,33,USA,f,married,y,affection
13166,33,USA,f,married,y,bonding
6068,25,USA,f,married,n,nature
6068,25,USA,f,married,n,affection
6068,25,USA,f,married,n,leisure
3650,39,USA,f,married,y,affection
3650,39,USA,f,married,y,affection
3650,39,USA,f,married,y,bonding
2355,43,USA,f,married,y,bonding
2905,20,USA,m,single,n,affection
7531,31,USA,f,married,y,affection
2355,43,USA,f,married,y,leisure
2905,20,USA,m,single,n,affection
7531,31,USA,f,married,y,affection
2355,43,USA,f,married,y,achievement
2905,20,USA,m,single,n,affection
7531,31,USA,f,married,y,affection
2905,20,USA,m,single,n,leisure
2905,20,USA,m,single,n,bonding
2905,20,USA,m,single,n,affection
2905,20,USA,m,single,n,enjoy_the_moment
2905,20,USA,m,single,n,affection
2905,20,USA,m,single,n,achievement
12548,26,USA,f,married,y,affection
12548,26,USA,f,married,y,affection
12548,26,USA,f,married,y,affection
10680,40,USA,f,married,y,affection
2583,28,USA,m,married,y,achievement
10680,40,USA,f,married,y,affection
2583,28,USA,m,married,y,enjoy_the_moment
10680,40,USA,f,married,y,affection
2583,28,USA,m,married,y,affection
10186,27,USA,f,single,n,achievement
8123,27,USA,f,single,n,achievement
10186,27,USA,f,single,n,leisure
8123,27,USA,f,single,n,achievement
10186,27,USA,f,single,n,exercise
8123,27,USA,f,single,n,affection
4829,26,USA,m,single,n,achievement
11946,33,USA,f,married,n,affection
4829,26,USA,m,single,n,exercise
11946,33,USA,f,married,n,affection
4829,26,USA,m,single,n,affection
11946,33,USA,f,married,n,bonding
2583,28,USA,m,married,y,enjoy_the_moment
2583,28,USA,m,married,y,affection
2583,28,USA,m,married,y,leisure
13836,31,USA,m,single,y,achievement
13836,31,USA,m,single,y,leisure
13836,31,USA,m,single,y,achievement
6855,27,USA,f,married,y,affection
5119,32,USA,m,single,n,bonding
8410,22,USA,f,single,n,affection
6855,27,USA,f,married,y,affection
5119,32,USA,m,single,n,bonding
8410,22,USA,f,single,n,affection
6855,27,USA,f,married,y,affection
5119,32,USA,m,single,n,leisure
8410,22,USA,f,single,n,bonding
10015,37,USA,m,married,y,affection
8395,53,USA,f,married,y,enjoy_the_moment
10506,30,USA,m,single,y,affection
7306,23,USA,f,single,n,affection
10015,37,USA,m,married,y,achievement
8395,53,USA,f,married,y,exercise
10506,30,USA,m,single,y,affection
7306,23,USA,f,single,n,enjoy_the_moment
10015,37,USA,m,married,y,achievement
8395,53,USA,f,married,y,achievement
10506,30,USA,m,single,y,affection
7306,23,USA,f,single,n,bonding
1772,25,USA,m,single,n,leisure
1772,25,USA,m,single,n,affection
1772,25,USA,m,single,n,achievement
3582,24,USA,f,single,y,achievement
8809,22,USA,f,single,n,affection
7184,38,USA,m,married,y,affection
1772,25,USA,m,single,n,affection
3582,24,USA,f,single,y,affection
8809,22,USA,f,single,n,achievement
7184,38,USA,m,married,y,enjoy_the_moment
1772,25,USA,m,single,n,achievement
3582,24,USA,f,single,y,achievement
8809,22,USA,f,single,n,nature
7184,38,USA,m,married,y,achievement
1772,25,USA,m,single,n,leisure
4107,69,USA,f,married,n,affection
4107,69,USA,f,married,n,achievement
4107,69,USA,f,married,n,affection
8126,30,USA,f,single,n,achievement
12725,29,USA,f,single,n,bonding
8126,30,USA,f,single,n,achievement
12725,29,USA,f,single,n,achievement
8126,30,USA,f,single,n,affection
12725,29,USA,f,single,n,enjoy_the_moment
5188,28,USA,f,single,y,achievement
5188,28,USA,f,single,y,enjoy_the_moment
5188,28,USA,f,single,y,enjoy_the_moment
12191,50,USA,m,single,n,enjoy_the_moment
12191,50,USA,m,single,n,enjoy_the_moment
12191,50,USA,m,single,n,enjoy_the_moment
4848,50,USA,f,single,y,affection
4848,50,USA,f,single,y,enjoy_the_moment
4848,50,USA,f,single,y,bonding
2945,38,USA,f,separated,n,affection
2945,38,USA,f,separated,n,bonding
2945,38,USA,f,separated,n,achievement
6476,42,USA,m,married,y,leisure
6476,42,USA,m,married,y,achievement
6476,42,USA,m,married,y,affection
2945,38,USA,f,separated,n,achievement
2945,38,USA,f,separated,n,affection
2945,38,USA,f,separated,n,affection
2778,27,USA,m,single,y,enjoy_the_moment
12711,26,USA,m,single,n,affection
3582,24,USA,f,single,y,achievement
2945,38,USA,f,separated,n,bonding
1772,25,USA,m,single,n,achievement
2778,27,USA,m,single,y,achievement
12711,26,USA,m,single,n,achievement
3582,24,USA,f,single,y,affection
2945,38,USA,f,separated,n,affection
1772,25,USA,m,single,n,achievement
2778,27,USA,m,single,y,enjoy_the_moment
12711,26,USA,m,single,n,leisure
3582,24,USA,f,single,y,affection
2945,38,USA,f,separated,n,leisure
1772,25,USA,m,single,n,achievement
8132,21,USA,o,single,n,achievement
3151,28,USA,f,married,y,achievement
8986,37,USA,f,single,n,achievement
8127,36,USA,f,single,n,achievement
12117,37,USA,f,married,y,achievement
6695,29,USA,f,divorced,y,affection
8915,31,USA,f,married,y,bonding
8132,21,USA,o,single,n,achievement
3151,28,USA,f,married,y,affection
8986,37,USA,f,single,n,enjoy_the_moment
8127,36,USA,f,single,n,affection
12117,37,USA,f,married,y,affection
6695,29,USA,f,divorced,y,affection
8915,31,USA,f,married,y,affection
8132,21,USA,o,single,n,bonding
3151,28,USA,f,married,y,affection
8986,37,USA,f,single,n,achievement
8127,36,USA,f,single,n,affection
12117,37,USA,f,married,y,affection
6695,29,USA,f,divorced,y,achievement
8915,31,USA,f,married,y,achievement
5884,29,USA,f,married,y,affection
5880,54,USA,m,married,y,affection
7796,60,USA,f,married,n,bonding
5884,29,USA,f,married,y,affection
5880,54,USA,m,married,y,affection
7796,60,USA,f,married,n,affection
5884,29,USA,f,married,y,affection
5880,54,USA,m,married,y,affection
7796,60,USA,f,married,n,affection
3151,28,USA,f,married,y,affection
8008,30,USA,f,married,n,affection
3151,28,USA,f,married,y,affection
8008,30,USA,f,married,n,achievement
3151,28,USA,f,married,y,affection
8008,30,USA,f,married,n,affection
2682,34,USA,m,single,n,leisure
2682,34,USA,m,single,n,achievement
2682,34,USA,m,single,n,bonding
2778,27,USA,m,single,y,achievement
2682,34,USA,m,single,n,achievement
2682,34,USA,m,single,n,bonding
2682,34,USA,m,single,n,achievement
5930,31,USA,m,single,n,achievement
5930,31,USA,m,single,n,bonding
5930,31,USA,m,single,n,achievement
13139,49,USA,f,single,y,affection
13139,49,USA,f,single,y,affection
13139,49,USA,f,single,y,affection
13052,25,USA,m,single,n,leisure
11201,37,USA,f,single,n,affection
7594,64,USA,m,married,y,affection
13052,25,USA,m,single,n,achievement
11201,37,USA,f,single,n,affection
7594,64,USA,m,married,y,nature
13052,25,USA,m,single,n,bonding
11201,37,USA,f,single,n,affection
7594,64,USA,m,married,y,affection
12102,22,USA,f,married,y,affection
11636,26,USA,f,single,n,achievement
12102,22,USA,f,married,y,affection
11636,26,USA,f,single,n,affection
12102,22,USA,f,married,y,affection
11636,26,USA,f,single,n,affection
2682,34,USA,m,single,n,achievement
2682,34,USA,m,single,n,leisure
2682,34,USA,m,single,n,enjoy_the_moment
11694,42,USA,f,single,n,enjoy_the_moment
11694,42,USA,f,single,n,enjoy_the_moment
11694,42,USA,f,single,n,achievement
3151,28,USA,f,married,y,affection
3151,28,USA,f,married,y,affection
3151,28,USA,f,married,y,bonding
9113,52,USA,m,married,y,affection
2778,27,USA,m,single,y,achievement
4848,50,USA,f,single,y,bonding
9434,53,USA,f,married,y,achievement
9113,52,USA,m,married,y,affection
2778,27,USA,m,single,y,enjoy_the_moment
4848,50,USA,f,single,y,enjoy_the_moment
9434,53,USA,f,married,y,affection
9113,52,USA,m,married,y,affection
2778,27,USA,m,single,y,achievement
4848,50,USA,f,single,y,achievement
9434,53,USA,f,married,y,affection
2752,58,USA,f,married,y,achievement
3795,32,USA,m,married,y,affection
2752,58,USA,f,married,y,achievement
3795,32,USA,m,married,y,affection
2752,58,USA,f,married,y,achievement
3795,32,USA,m,married,y,affection
2697,24,USA,f,single,n,affection
5663,34,USA,f,single,n,achievement
3403,48,USA,f,single,n,achievement
12865,53,USA,f,married,n,achievement
2697,24,USA,f,single,n,achievement
5663,34,USA,f,single,n,achievement
3403,48,USA,f,single,n,affection
12865,53,USA,f,married,n,achievement
2697,24,USA,f,single,n,bonding
5663,34,USA,f,single,n,achievement
3403,48,USA,f,single,n,nature
12865,53,USA,f,married,n,achievement
4229,26,USA,f,single,n,affection
4229,26,USA,f,single,n,achievement
4229,26,USA,f,single,n,affection
9669,55,USA,f,divorced,n,affection
9669,55,USA,f,divorced,n,affection
9669,55,USA,f,divorced,n,bonding
11334,58,USA,f,married,y,affection
2240,55,USA,f,married,y,affection
11334,58,USA,f,married,y,affection
2240,55,USA,f,married,y,affection
11334,58,USA,f,married,y,affection
2240,55,USA,f,married,y,achievement
2752,58,USA,f,married,y,affection
2752,58,USA,f,married,y,achievement
2752,58,USA,f,married,y,affection
11841,25,USA,m,single,n,nature
5028,24,USA,m,single,n,bonding
11841,25,USA,m,single,n,achievement
5028,24,USA,m,single,n,bonding
11841,25,USA,m,single,n,bonding
5028,24,USA,m,single,n,bonding
9687,28,USA,f,single,n,affection
9687,28,USA,f,single,n,achievement
9687,28,USA,f,single,n,enjoy_the_moment
12868,38,USA,m,divorced,n,enjoy_the_moment
12868,38,USA,m,divorced,n,achievement
12868,38,USA,m,divorced,n,achievement
4925,64,USA,f,divorced,n,affection
4925,64,USA,f,divorced,n,bonding
4925,64,USA,f,divorced,n,affection
7634,27,USA,f,married,y,enjoy_the_moment
7634,27,USA,f,married,y,affection
7634,27,USA,f,married,y,affection
12511,24,USA,m,single,n,affection
2752,58,USA,f,married,y,affection
12511,24,USA,m,single,n,bonding
2752,58,USA,f,married,y,achievement
12511,24,USA,m,single,n,leisure
2752,58,USA,f,married,y,achievement
10020,39,USA,f,single,n,achievement
11883,27,USA,m,married,n,achievement
3403,48,USA,f,single,n,affection
9387,55,USA,f,married,y,affection
5691,48,USA,f,single,y,affection
7237,46,USA,f,married,y,affection
3626,35,USA,m,married,y,achievement
4229,26,USA,f,single,n,affection
10020,39,USA,f,single,n,affection
11883,27,USA,m,married,n,affection
3403,48,USA,f,single,n,achievement
9387,55,USA,f,married,y,affection
5691,48,USA,f,single,y,affection
7237,46,USA,f,married,y,affection
3626,35,USA,m,married,y,affection
4229,26,USA,f,single,n,achievement
10020,39,USA,f,single,n,enjoy_the_moment
11883,27,USA,m,married,n,bonding
3403,48,USA,f,single,n,affection
9387,55,USA,f,married,y,affection
5691,48,USA,f,single,y,affection
7237,46,USA,f,married,y,affection
3626,35,USA,m,married,y,achievement
4229,26,USA,f,single,n,affection
4858,28,USA,m,single,n,affection
8210,20,USA,m,single,n,bonding
2240,55,USA,f,married,y,affection
4858,28,USA,m,single,n,enjoy_the_moment
8210,20,USA,m,single,n,affection
2240,55,USA,f,married,y,affection
4858,28,USA,m,single,n,affection
8210,20,USA,m,single,n,nature
2240,55,USA,f,married,y,achievement
9443,35,USA,m,married,y,achievement
6300,33,USA,f,single,n,achievement
9029,26,USA,f,married,y,affection
5028,24,USA,m,single,n,bonding
3626,35,USA,m,married,y,affection
6288,29,IND,m,married,y,affection
9443,35,USA,m,married,y,bonding
6300,33,USA,f,single,n,affection
9029,26,USA,f,married,y,bonding
5028,24,USA,m,single,n,affection
3626,35,USA,m,married,y,affection
6288,29,IND,m,married,y,affection
9443,35,USA,m,married,y,affection
6300,33,USA,f,single,n,affection
9029,26,USA,f,married,y,achievement
5028,24,USA,m,single,n,bonding
3626,35,USA,m,married,y,nature
6288,29,IND,m,married,y,achievement
4925,64,USA,f,divorced,n,achievement
4925,64,USA,f,divorced,n,bonding
4925,64,USA,f,divorced,n,achievement
10043,21,USA,f,married,y,affection
10354,28,IND,m,married,n,achievement
10043,21,USA,f,married,y,achievement
10354,28,IND,m,married,n,achievement
10043,21,USA,f,married,y,achievement
10354,28,IND,m,married,n,bonding
3296,29,USA,f,single,n,leisure
3296,29,USA,f,single,n,achievement
3296,29,USA,f,single,n,leisure
7838,25,USA,f,married,n,affection
7838,25,USA,f,married,n,achievement
7838,25,USA,f,married,n,enjoy_the_moment
13301,53,USA,f,married,y,affection
13301,53,USA,f,married,y,achievement
13301,53,USA,f,married,y,affection
11081,27,USA,f,single,n,achievement
9909,43,USA,m,married,y,achievement
3624,28,USA,m,single,n,achievement
11081,27,USA,f,single,n,nature
9909,43,USA,m,married,y,bonding
3624,28,USA,m,single,n,bonding
11081,27,USA,f,single,n,affection
9909,43,USA,m,married,y,leisure
3624,28,USA,m,single,n,affection
5854,28,IND,m,married,n,achievement
5854,28,IND,m,married,n,bonding
5854,28,IND,m,married,n,bonding
4858,28,USA,m,single,n,affection
9538,25,USA,m,single,n,affection
4858,28,USA,m,single,n,bonding
9538,25,USA,m,single,n,achievement
4858,28,USA,m,single,n,exercise
9538,25,USA,m,single,n,affection
10866,24,USA,f,single,n,affection
10866,24,USA,f,single,n,achievement
10866,24,USA,f,single,n,achievement
12597,23,USA,f,single,n,achievement
12597,23,USA,f,single,n,affection
12597,23,USA,f,single,n,enjoy_the_moment
7088,52,USA,f,married,y,affection
7088,52,USA,f,married,y,affection
7088,52,USA,f,married,y,enjoy_the_moment
11494,21,USA,m,single,n,bonding
11494,21,USA,m,single,n,leisure
11494,21,USA,m,single,n,achievement
3252,44,USA,m,separated,n,achievement
3264,34,IND,f,married,y,bonding
1871,26,USA,f,single,y,achievement
3252,44,USA,m,separated,n,achievement
3264,34,IND,f,married,y,achievement
1871,26,USA,f,single,y,affection
3252,44,USA,m,separated,n,enjoy_the_moment
3264,34,IND,f,married,y,enjoy_the_moment
1871,26,USA,f,single,y,achievement
3252,44,USA,m,separated,n,affection
8130,42,USA,f,married,y,affection
5651,37,USA,f,married,y,enjoy_the_moment
3252,44,USA,m,separated,n,affection
8130,42,USA,f,married,y,bonding
5651,37,USA,f,married,y,affection
3252,44,USA,m,separated,n,achievement
8130,42,USA,f,married,y,affection
5651,37,USA,f,married,y,achievement
5040,36,IND,m,married,y,affection
1816,29,USA,m,married,y,achievement
10739,30,USA,m,single,n,affection
10544,36,USA,f,married,y,affection
2871,28,USA,f,single,n,affection
5756,27,USA,m,single,n,achievement
5040,36,IND,m,married,y,enjoy_the_moment
1816,29,USA,m,married,y,affection
10739,30,USA,m,single,n,affection
10544,36,USA,f,married,y,affection
2871,28,USA,f,single,n,affection
5756,27,USA,m,single,n,achievement
5040,36,IND,m,married,y,affection
1816,29,USA,m,married,y,affection
10739,30,USA,m,single,n,leisure
10544,36,USA,f,married,y,enjoy_the_moment
2871,28,USA,f,single,n,affection
5756,27,USA,m,single,n,achievement
6705,30,USA,f,single,y,enjoy_the_moment
6705,30,USA,f,single,y,affection
6705,30,USA,f,single,y,leisure
10861,37,USA,f,married,y,affection
10861,37,USA,f,married,y,affection
10861,37,USA,f,married,y,achievement
4197,24,USA,m,single,n,affection
1871,26,USA,f,single,y,achievement
2871,28,USA,f,single,n,achievement
7351,23,USA,m,single,n,affection
4197,24,USA,m,single,n,nature
1871,26,USA,f,single,y,achievement
2871,28,USA,f,single,n,achievement
7351,23,USA,m,single,n,affection
4197,24,USA,m,single,n,affection
1871,26,USA,f,single,y,affection
2871,28,USA,f,single,n,achievement
7351,23,USA,m,single,n,enjoy_the_moment
12601,26,CAN,m,single,n,affection
3127,47,USA,f,single,n,affection
11213,26,USA,m,single,n,bonding
4700,23,USA,f,single,n,enjoy_the_moment
13416,34,USA,f,single,n,achievement
12601,26,CAN,m,single,n,achievement
3127,47,USA,f,single,n,bonding
11213,26,USA,m,single,n,achievement
4700,23,USA,f,single,n,achievement
13416,34,USA,f,single,n,affection
12601,26,CAN,m,single,n,enjoy_the_moment
3127,47,USA,f,single,n,affection
11213,26,USA,m,single,n,achievement
4700,23,USA,f,single,n,affection
13416,34,USA,f,single,n,affection
8417,19,IND,m,single,n,affection
8006,25,USA,m,single,n,achievement
12187,30,USA,m,widowed,n,achievement
3725,48,USA,m,single,y,achievement
3013,29,USA,f,divorced,y,bonding
5505,38,USA,f,married,y,affection
8417,19,IND,m,single,n,achievement
8006,25,USA,m,single,n,affection
12187,30,USA,m,widowed,n,affection
3725,48,USA,m,single,y,achievement
3013,29,USA,f,divorced,y,affection
5505,38,USA,f,married,y,affection
8417,19,IND,m,single,n,affection
8006,25,USA,m,single,n,achievement
12187,30,USA,m,widowed,n,achievement
3725,48,USA,m,single,y,affection
3013,29,USA,f,divorced,y,enjoy_the_moment
5505,38,USA,f,married,y,affection
10910,37,USA,f,single,n,enjoy_the_moment
8902,59,USA,f,divorced,y,affection
3013,29,USA,f,divorced,y,affection
13051,19,USA,f,single,n,achievement
9161,30,USA,f,married,n,affection
10910,37,USA,f,single,n,affection
8902,59,USA,f,divorced,y,achievement
3013,29,USA,f,divorced,y,affection
13051,19,USA,f,single,n,bonding
9161,30,USA,f,married,n,affection
10910,37,USA,f,single,n,affection
8902,59,USA,f,divorced,y,affection
3013,29,USA,f,divorced,y,enjoy_the_moment
13051,19,USA,f,single,n,leisure
9161,30,USA,f,married,n,affection
11241,40,USA,f,married,y,affection
11241,40,USA,f,married,y,achievement
11241,40,USA,f,married,y,affection
3435,36,USA,f,married,n,affection
4197,24,USA,m,single,n,enjoy_the_moment
3435,36,USA,f,married,n,affection
4197,24,USA,m,single,n,achievement
3435,36,USA,f,married,n,enjoy_the_moment
4197,24,USA,m,single,n,achievement
1871,26,USA,f,single,y,achievement
7321,25,USA,m,single,n,achievement
1871,26,USA,f,single,y,achievement
7321,25,USA,m,single,n,leisure
1871,26,USA,f,single,y,affection
7321,25,USA,m,single,n,achievement
11170,23,IND,m,single,n,bonding
11170,23,IND,m,single,n,enjoy_the_moment
11170,23,IND,m,single,n,bonding
4695,28,USA,m,single,n,bonding
4695,28,USA,m,single,n,affection
4695,28,USA,m,single,n,affection
8608,57,USA,f,married,y,enjoy_the_moment
5562,51,USA,m,married,y,achievement
10640,38,USA,m,single,n,affection
8608,57,USA,f,married,y,achievement
5562,51,USA,m,married,y,achievement
10640,38,USA,m,single,n,affection
8608,57,USA,f,married,y,affection
5562,51,USA,m,married,y,bonding
10640,38,USA,m,single,n,affection
3359,23,USA,m,single,n,bonding
3359,23,USA,m,single,n,achievement
3359,23,USA,m,single,n,bonding
2758,32,USA,f,married,n,bonding
3435,36,USA,f,married,n,bonding
2758,32,USA,f,married,n,affection
3435,36,USA,f,married,n,bonding
2758,32,USA,f,married,n,affection
3435,36,USA,f,married,n,enjoy_the_moment
4695,28,USA,m,single,n,bonding
4695,28,USA,m,single,n,affection
4695,28,USA,m,single,n,affection
2526,30,IND,m,single,n,achievement
7242,38,USA,f,single,n,bonding
7242,38,USA,f,single,n,bonding
2526,30,IND,m,single,n,enjoy_the_moment
7242,38,USA,f,single,n,achievement
11204,36,USA,o,married,y,affection
2758,32,USA,f,married,n,affection
3252,44,USA,m,separated,n,achievement
2526,30,IND,m,single,n,achievement
11204,36,USA,o,married,y,affection
2758,32,USA,f,married,n,enjoy_the_moment
3252,44,USA,m,separated,n,leisure
2526,30,IND,m,single,n,affection
11204,36,USA,o,married,y,achievement
2758,32,USA,f,married,n,enjoy_the_moment
3252,44,USA,m,separated,n,leisure
2526,30,IND,m,single,n,bonding
13081,22,USA,m,single,n,achievement
3359,23,USA,m,single,n,achievement
6863,66,USA,f,separated,y,leisure
3595,27,USA,m,married,y,affection
13081,22,USA,m,single,n,achievement
3359,23,USA,m,single,n,leisure
6863,66,USA,f,separated,y,achievement
3595,27,USA,m,married,y,affection
13081,22,USA,m,single,n,enjoy_the_moment
3359,23,USA,m,single,n,exercise
6863,66,USA,f,separated,y,leisure
3595,27,USA,m,married,y,affection
5006,26,USA,m,single,n,bonding
13040,51,USA,f,single,y,affection
2758,32,USA,f,married,n,affection
2526,30,IND,m,single,n,affection
5006,26,USA,m,single,n,achievement
13040,51,USA,f,single,y,affection
2758,32,USA,f,married,n,affection
5006,26,USA,m,single,n,achievement
13040,51,USA,f,single,y,bonding
2758,32,USA,f,married,n,achievement
3595,27,USA,m,married,y,achievement
5006,26,USA,m,single,n,achievement
3595,27,USA,m,married,y,affection
2526,30,IND,m,single,n,affection
5006,26,USA,m,single,n,enjoy_the_moment
3595,27,USA,m,married,y,achievement
5006,26,USA,m,single,n,leisure
11686,28,USA,f,married,n,affection
3013,29,USA,f,divorced,y,affection
11686,28,USA,f,married,n,affection
3013,29,USA,f,divorced,y,affection
11686,28,USA,f,married,n,affection
3013,29,USA,f,divorced,y,enjoy_the_moment
6936,41,USA,m,married,y,affection
5212,21,USA,f,single,n,bonding
8962,28,BRA,m,married,n,leisure
3411,56,USA,f,divorced,y,affection
6936,41,USA,m,married,y,achievement
5212,21,USA,f,single,n,achievement
8962,28,BRA,m,married,n,leisure
3411,56,USA,f,divorced,y,achievement
6936,41,USA,m,married,y,achievement
5212,21,USA,f,single,n,achievement
8962,28,BRA,m,married,n,bonding
3411,56,USA,f,divorced,y,bonding
2857,58,USA,f,single,y,affection
13409,23,USA,f,single,n,bonding
2857,58,USA,f,single,y,achievement
13409,23,USA,f,single,n,affection
2857,58,USA,f,single,y,bonding
13409,23,USA,f,single,n,enjoy_the_moment
8643,25,USA,m,single,n,achievement
8643,25,USA,m,single,n,enjoy_the_moment
8643,25,USA,m,single,n,affection
3133,32,USA,f,single,n,leisure
13497,37,USA,m,married,y,achievement
3133,32,USA,f,single,n,nature
13497,37,USA,m,married,y,affection
3133,32,USA,f,single,n,affection
13497,37,USA,m,married,y,affection
2857,58,USA,f,single,y,achievement
2439,30,USA,f,married,n,achievement
2857,58,USA,f,single,y,enjoy_the_moment
2439,30,USA,f,married,n,affection
2857,58,USA,f,single,y,affection
2439,30,USA,f,married,n,enjoy_the_moment
11624,30,USA,m,single,n,enjoy_the_moment
8980,19,USA,f,single,n,achievement
2754,28,USA,m,single,n,enjoy_the_moment
11624,30,USA,m,single,n,bonding
8980,19,USA,f,single,n,bonding
2754,28,USA,m,single,n,achievement
11624,30,USA,m,single,n,affection
8980,19,USA,f,single,n,enjoy_the_moment
2754,28,USA,m,single,n,affection
4777,73,USA,m,married,y,affection
4777,73,USA,m,married,y,nature
4777,73,USA,m,married,y,enjoy_the_moment
2857,58,USA,f,single,y,enjoy_the_moment
3133,32,USA,f,single,n,affection
5993,50,ESP,m,single,n,affection
9935,28,USA,f,married,y,affection
6488,23,USA,f,single,n,achievement
2857,58,USA,f,single,y,enjoy_the_moment
3133,32,USA,f,single,n,achievement
5993,50,ESP,m,single,n,achievement
9935,28,USA,f,married,y,achievement
6488,23,USA,f,single,n,affection
2857,58,USA,f,single,y,enjoy_the_moment
3133,32,USA,f,single,n,affection
5993,50,ESP,m,single,n,nature
9935,28,USA,f,married,y,affection
6488,23,USA,f,single,n,bonding
5095,35,USA,f,married,y,affection
2754,28,USA,m,single,n,affection
5095,35,USA,f,married,y,achievement
2754,28,USA,m,single,n,enjoy_the_moment
5095,35,USA,f,married,y,affection
2754,28,USA,m,single,n,enjoy_the_moment
3211,28,KNA,m,single,n,enjoy_the_moment
2610,24,USA,f,single,n,achievement
3811,21,USA,f,married,n,affection
12087,25,USA,m,single,n,bonding
5066,22,USA,m,single,n,achievement
12329,29,USA,m,single,n,achievement
10228,41,USA,m,married,y,affection
4758,31,USA,f,married,n,affection
3133,32,USA,f,single,n,affection
11133,32,USA,f,single,y,affection
5212,21,USA,f,single,n,affection
3211,28,KNA,m,single,n,leisure
2610,24,USA,f,single,n,bonding
3811,21,USA,f,married,n,achievement
12087,25,USA,m,single,n,achievement
5066,22,USA,m,single,n,enjoy_the_moment
12329,29,USA,m,single,n,exercise
10228,41,USA,m,married,y,achievement
4758,31,USA,f,married,n,achievement
3133,32,USA,f,single,n,affection
11133,32,USA,f,single,y,affection
5212,21,USA,f,single,n,achievement
3211,28,KNA,m,single,n,leisure
2610,24,USA,f,single,n,affection
3811,21,USA,f,married,n,enjoy_the_moment
12087,25,USA,m,single,n,achievement
5066,22,USA,m,single,n,achievement
12329,29,USA,m,single,n,affection
10228,41,USA,m,married,y,achievement
4758,31,USA,f,married,n,affection
3133,32,USA,f,single,n,affection
11133,32,USA,f,single,y,affection
5212,21,USA,f,single,n,bonding
3743,19,USA,m,single,n,bonding
5095,35,USA,f,married,y,affection
3743,19,USA,m,single,n,achievement
5095,35,USA,f,married,y,enjoy_the_moment
3743,19,USA,m,single,n,achievement
5095,35,USA,f,married,y,achievement
12893,38,USA,m,divorced,y,affection
2650,34,USA,f,single,n,affection
9318,31,USA,f,single,y,achievement
2439,30,USA,f,married,n,affection
3743,19,USA,m,single,n,achievement
3211,28,KNA,m,single,n,achievement
8303,26,USA,m,single,y,affection
12385,48,USA,f,single,n,affection
2610,24,USA,f,single,n,bonding
12893,38,USA,m,divorced,y,affection
2650,34,USA,f,single,n,enjoy_the_moment
9318,31,USA,f,single,y,affection
2439,30,USA,f,married,n,achievement
3743,19,USA,m,single,n,achievement
3211,28,KNA,m,single,n,achievement
8303,26,USA,m,single,y,achievement
12385,48,USA,f,single,n,achievement
2610,24,USA,f,single,n,achievement
12893,38,USA,m,divorced,y,affection
2650,34,USA,f,single,n,leisure
9318,31,USA,f,single,y,achievement
2439,30,USA,f,married,n,achievement
3743,19,USA,m,single,n,bonding
3211,28,KNA,m,single,n,achievement
8303,26,USA,m,single,y,affection
12385,48,USA,f,single,n,affection
2610,24,USA,f,single,n,affection
11997,29,USA,f,single,n,achievement
9446,41,USA,f,single,n,achievement
3211,28,KNA,m,single,n,achievement
6847,19,USA,f,single,n,achievement
