wid,age,gender,marital,parenthood,predicted_category
2165,33,m,single,y,achievement
2166,21,f,single,n,achievement
2167,46,m,single,n,achievement
2168,36,f,married,y,achievement
2169,24,f,single,n,achievement
2170,37,m,married,y,achievement
2171,47,f,married,y,achievement
2172,23,m,single,n,achievement
2173,37,m,married,y,achievement
2175,40,m,single,n,achievement
2176,21,m,single,n,achievement
2177,43,m,married,y,achievement
2178,21,f,single,n,achievement
2179,28,m,single,n,achievement
2181,27,m,married,y,achievement
2182,29,m,single,n,achievement
2183,31,m,single,y,achievement
2184,52,f,single,n,achievement
2185,22,m,single,n,achievement
2186,42,f,married,y,achievement
2187,25,f,married,y,achievement
2188,24,f,single,n,affection
2189,21,m,single,n,achievement
2190,30,m,married,y,achievement
2191,26,m,single,n,achievement
2192,27,m,married,n,achievement
2194,41,f,single,y,achievement
2195,27,f,married,y,affection
2196,22,m,married,y,achievement
2198,37,m,married,y,achievement
2199,36,m,single,n,achievement
2201,34,f,married,y,achievement
2203,27,f,married,n,achievement
2204,41,m,single,n,achievement
2205,28,m,single,n,achievement
2206,48,f,married,y,achievement
2207,23,f,married,n,achievement
2208,27,m,single,n,achievement
2209,43,f,married,y,achievement
2210,42,f,married,y,achievement
2211,26,m,single,n,achievement
2212,21,m,married,n,achievement
2213,28,f,single,n,achievement
2215,25,m,single,n,achievement
2216,34,m,married,n,affection
2217,32,f,single,y,achievement
2218,45,m,married,y,achievement
2219,18,m,single,n,achievement
2220,26,m,married,n,achievement
2221,26,m,single,n,achievement
2222,32,f,married,y,affection
2223,26,m,single,n,achievement
2224,27,m,single,n,achievement
2225,28,f,single,n,achievement
2226,29,f,single,n,achievement
2227,30,m,married,y,achievement
2228,25,m,single,n,achievement
2229,33,m,married,n,achievement
2230,49,f,single,n,achievement
2231,47,m,married,y,achievement
2232,28,m,married,n,achievement
2233,37,m,married,n,achievement
2234,25,m,single,n,achievement
2235,29,m,single,n,achievement
2236,20,m,single,n,achievement
2237,46,m,married,y,achievement
2238,32,f,single,y,achievement
2240,55,f,married,y,achievement
2242,21,m,single,n,achievement
2244,33,m,married,y,achievement
2245,28,m,single,n,achievement
2247,33,m,married,n,affection
2248,32,m,married,n,achievement
2249,32,m,single,n,achievement
2250,24,m,single,n,achievement
2251,27,m,single,n,achievement
2252,23,f,single,n,achievement
2253,40,m,married,y,achievement
2254,25,f,single,n,achievement
2255,33,m,married,n,achievement
2256,38,m,married,y,achievement
2257,22,f,single,n,achievement
2258,32,m,single,n,affection
2259,23,m,single,n,achievement
2260,22,f,single,n,achievement
2261,54,f,single,n,achievement
2262,42,m,married,y,achievement
2263,21,m,single,n,achievement
2264,42,f,married,y,achievement
2265,33,f,married,y,achievement
2268,27,f,single,y,achievement
2269,35,f,single,n,affection
2271,29,f,single,n,achievement
2272,27,m,single,n,achievement
2273,35,f,married,y,achievement
2276,27,f,married,y,affection
2278,43,m,single,n,affection
2279,33,f,single,n,achievement
2280,33,m,single,n,achievement
2282,27,m,single,n,achievement
2283,26,m,married,n,affection
2284,52,f,married,y,achievement
2285,28,m,single,n,achievement
2286,25,f,married,y,affection
2287,25,m,single,n,achievement
2288,50,f,married,y,affection
2289,40,f,married,y,achievement
2290,22,f,single,n,achievement
2292,46,m,married,y,achievement
2293,32,m,single,n,affection
2294,28,f,single,n,achievement
2296,37,f,married,n,affection
2297,29,m,married,n,achievement
2298,25,f,single,n,achievement
2299,21,m,single,n,achievement
2300,29,f,married,y,achievement
2301,32,m,single,n,achievement
2302,37,m,single,n,achievement
2303,22,f,single,n,achievement
2304,28,m,single,n,achievement
2305,42,m,married,n,achievement
2306,28,f,married,y,achievement
2307,26,f,married,y,achievement
2308,29,m,single,n,affection
2309,36,f,single,y,achievement
2310,34,f,married,n,achievement
2311,30,m,married,y,achievement
2312,28,f,married,y,achievement
2313,31,f,married,y,achievement
2317,23,f,single,n,achievement
2318,29,f,married,n,achievement
2319,27,m,single,n,achievement
2320,25,f,single,n,achievement
2322,19,f,single,n,affection
2323,27,f,single,n,affection
2324,39,m,single,n,achievement
2326,28,m,single,n,achievement
2327,31,f,married,y,achievement
2328,46,m,single,n,achievement
2329,32,f,married,n,achievement
2330,24,m,single,n,achievement
2331,30,f,married,y,achievement
2332,37,f,single,n,achievement
2333,36,m,single,y,achievement
2334,32,f,married,y,achievement
2335,29,f,married,y,achievement
2336,26,m,single,n,achievement
2337,21,m,single,n,achievement
2338,33,f,married,y,achievement
2339,47,f,married,y,achievement
2340,45,m,single,n,achievement
2341,23,f,single,n,achievement
2342,34,m,married,y,achievement
2343,23,f,single,n,achievement
2344,29,m,single,n,achievement
2345,37,f,single,n,affection
2346,27,f,married,n,achievement
2349,21,f,single,n,achievement
2350,23,m,single,n,achievement
2351,46,f,married,y,affection
2352,24,f,married,n,affection
2353,35,m,married,y,achievement
2354,25,m,single,n,achievement
2355,43,f,married,y,achievement
2357,23,m,single,n,achievement
2358,44,m,single,n,achievement
2359,24,m,married,n,achievement
2361,36,f,single,y,achievement
2362,26,m,single,n,achievement
2363,28,f,married,y,affection
2364,21,m,single,n,achievement
2365,31,m,single,n,achievement
2367,21,m,single,n,achievement
2368,32,f,married,y,affection
2370,34,f,married,n,achievement
2371,47,m,married,n,achievement
2372,37,m,single,n,achievement
2373,22,m,single,n,achievement
2374,22,m,single,n,affection
2375,44,f,married,n,achievement
2376,24,m,single,n,achievement
2377,21,m,single,n,achievement
2378,26,m,single,n,achievement
2380,22,m,single,n,achievement
2381,35,m,single,n,achievement
2382,26,m,single,n,affection
2383,31,f,single,n,achievement
2384,22,f,single,n,achievement
2385,29,m,married,n,achievement
2386,26,m,single,n,achievement
2387,27,m,single,n,achievement
2388,29,f,single,n,achievement
2389,18,m,single,n,achievement
2390,48,f,married,n,achievement
2391,26,m,single,n,achievement
2393,27,f,single,n,achievement
2394,30,m,single,n,achievement
2395,24,m,single,n,achievement
2396,32,m,single,n,achievement
2397,51,f,married,y,achievement
2398,25,m,single,y,achievement
2399,27,m,single,n,achievement
2400,46,f,single,y,achievement
2401,42,m,single,n,achievement
2402,23,f,single,n,achievement
2403,43,f,single,n,affection
2405,28,m,single,n,achievement
2406,38,f,single,y,achievement
2407,27,m,single,n,achievement
2408,24,m,single,n,achievement
2409,34,m,single,n,achievement
2410,30,f,married,y,achievement
2411,22,f,married,y,achievement
2412,23,m,single,n,achievement
2413,50,f,single,y,achievement
2414,30,f,single,y,achievement
2415,27,m,married,y,achievement
2416,26,f,single,n,achievement
2417,28,m,single,n,achievement
2418,36,m,married,y,achievement
2419,24,m,single,n,achievement
2420,31,f,married,y,achievement
2422,33,m,single,n,affection
2423,31,m,single,n,achievement
2424,29,m,single,n,achievement
2425,24,m,single,n,achievement
2426,34,m,single,n,achievement
2427,30,m,single,n,achievement
2428,25,m,single,y,achievement
2429,48,m,single,n,achievement
2430,46,f,married,y,affection
2431,42,m,single,n,achievement
2432,33,m,single,n,achievement
2433,33,f,married,n,achievement
2435,40,m,married,n,affection
2436,38,m,single,n,achievement
2437,31,m,married,y,achievement
2438,53,f,married,y,achievement
2439,30,f,married,n,achievement
2440,38,f,single,n,achievement
2441,24,m,single,n,achievement
2442,18,m,single,n,achievement
2443,46,m,married,y,achievement
2444,25,m,single,n,achievement
2445,40,f,single,n,achievement
2447,23,m,single,y,achievement
2448,29,m,single,n,achievement
2449,55,m,married,y,achievement
2450,33,m,married,n,achievement
2452,23,m,single,n,achievement
2453,25,f,single,n,achievement
2454,43,f,single,n,achievement
2455,23,m,single,n,achievement
2457,35,m,married,n,achievement
2458,42,m,single,n,achievement
2459,29,m,single,n,achievement
2460,32,f,married,y,achievement
2461,32,f,married,y,achievement
2462,23,m,married,n,achievement
2464,41,f,married,y,achievement
2465,26,m,married,n,achievement
2466,35,m,married,y,affection
2467,38,m,single,n,achievement
2468,39,f,married,y,achievement
2469,35,f,married,y,achievement
2470,38,m,married,y,achievement
2471,26,f,single,y,affection
2472,27,m,single,n,achievement
2474,25,m,married,n,achievement
2475,27,f,married,n,achievement
2476,24,m,married,n,achievement
2477,27,f,married,n,achievement
2478,42,f,married,y,achievement
2479,35,f,married,n,achievement
2480,26,m,single,n,achievement
2481,42,m,married,n,achievement
2482,44,m,single,n,achievement
2483,30,m,married,y,achievement
2484,42,f,married,y,affection
2485,30,f,single,n,achievement
2486,30,f,single,y,achievement
2487,23,m,single,n,achievement
2488,27,m,single,n,achievement
2489,26,f,single,n,achievement
2490,30,m,single,n,achievement
2491,23,m,single,n,achievement
2492,51,m,married,y,achievement
2493,31,m,married,n,affection
2494,43,m,married,y,achievement
2495,24,m,single,n,achievement
2496,30,f,married,y,affection
2497,28,f,single,n,achievement
2498,34,m,married,y,achievement
2499,36,f,married,y,achievement
2500,26,m,single,n,achievement
2501,43,f,married,y,achievement
2504,27,m,single,y,achievement
2505,34,f,married,n,achievement
2506,36,m,single,n,achievement
2508,24,f,single,n,achievement
2510,41,f,married,n,achievement
2511,24,m,married,n,achievement
2513,22,f,single,n,achievement
2516,19,m,single,n,achievement
2517,28,m,married,n,achievement
2518,29,m,single,n,achievement
2519,25,f,single,n,achievement
2520,22,f,single,n,achievement
2521,33,f,married,y,achievement
2522,22,m,single,n,achievement
2523,34,m,single,n,achievement
2524,32,f,married,y,achievement
2525,36,m,single,n,achievement
2526,30,m,single,n,achievement
2527,22,m,single,n,achievement
2529,24,f,single,n,achievement
2530,27,f,married,n,achievement
2531,31,f,married,n,affection
2533,25,f,single,n,achievement
2535,22,f,single,n,achievement
2536,23,f,single,n,affection
2537,42,m,married,n,achievement
2538,32,m,married,n,achievement
2539,28,m,single,n,achievement
2540,26,m,single,n,achievement
2542,30,f,single,n,achievement
2543,30,f,single,n,achievement
2544,25,m,single,n,achievement
2545,36,f,single,n,achievement
2546,36,f,married,n,achievement
2547,32,m,married,n,achievement
2548,40,m,single,n,achievement
2549,23,f,single,n,achievement
2551,49,f,married,y,achievement
2552,32,f,married,y,achievement
2554,36,m,married,y,achievement
2555,25,m,married,n,achievement
2556,26,f,single,n,achievement
2557,28,m,single,n,achievement
2558,30,m,married,n,achievement
2559,26,m,married,n,achievement
2560,24,f,single,n,affection
2561,29,m,single,n,achievement
2562,21,m,single,n,achievement
2563,43,f,single,y,achievement
2565,42,m,married,y,achievement
2566,28,m,married,y,achievement
2567,25,f,married,y,affection
2568,41,f,married,y,achievement
2569,30,m,single,n,achievement
2570,32,f,single,n,affection
2571,29,f,single,n,achievement
2572,27,f,single,n,achievement
2573,31,f,married,y,achievement
2574,20,f,single,n,achievement
2575,49,f,married,y,achievement
2576,37,f,single,y,achievement
2577,20,m,single,n,achievement
2578,24,m,single,n,achievement
2579,22,m,single,n,achievement
2580,29,f,married,y,achievement
2581,47,f,married,y,achievement
2582,29,m,married,y,affection
2583,28,m,married,y,achievement
2584,26,m,single,n,achievement
2585,28,f,married,n,achievement
2586,21,m,single,n,achievement
2587,21,m,single,n,achievement
2588,28,m,married,y,achievement
2589,33,m,married,n,achievement
2591,30,f,married,y,affection
2592,35,m,married,y,achievement
2593,24,m,single,n,achievement
2594,29,f,single,n,achievement
2595,39,m,married,y,affection
2597,28,f,single,y,achievement
2598,25,f,single,n,achievement
2599,35,m,single,n,achievement
2600,24,m,single,n,achievement
2601,50,m,married,y,achievement
2602,37,f,married,n,achievement
2603,27,m,married,n,achievement
2604,32,m,married,y,achievement
2607,33,m,single,n,achievement
2608,31,f,single,n,achievement
2609,29,f,single,n,achievement
2610,24,f,single,n,achievement
2611,36,m,married,y,achievement
2612,39,f,married,y,achievement
2614,22,m,single,n,achievement
2615,37,m,single,y,achievement
2616,30,f,married,y,achievement
2617,27,m,married,n,achievement
2618,39,f,married,y,achievement
2619,37,f,married,y,achievement
2620,47,m,married,y,achievement
2621,29,f,married,n,achievement
2623,35,m,single,n,achievement
2624,28,m,married,y,achievement
2625,23,f,single,n,achievement
2626,24,m,single,n,achievement
2627,31,m,single,n,achievement
2628,25,f,single,n,achievement
2630,32,m,married,y,achievement
2632,25,m,single,n,achievement
2633,28,f,single,n,achievement
2634,46,f,single,n,achievement
2635,34,f,married,y,achievement
2636,30,m,single,n,achievement
2637,36,m,married,y,achievement
2640,31,m,single,n,achievement
2641,22,m,single,n,achievement
2642,44,f,married,n,achievement
2643,42,m,married,y,achievement
2645,32,f,single,n,achievement
2646,41,m,married,y,affection
2647,26,f,single,n,achievement
2649,26,f,married,y,achievement
2650,34,f,single,n,affection
2651,30,m,married,y,achievement
2652,25,m,married,y,achievement
2655,38,m,married,y,achievement
2656,25,m,single,n,achievement
2657,33,m,married,n,achievement
2658,24,m,single,n,achievement
2659,35,m,single,n,achievement
2660,33,m,married,n,achievement
2661,29,m,single,n,achievement
2662,32,m,married,y,achievement
2663,34,f,married,y,achievement
2664,34,f,single,n,achievement
2665,41,f,single,n,achievement
2666,29,f,single,n,achievement
2668,46,f,married,y,achievement
2669,45,f,single,n,affection
2670,32,f,married,y,achievement
2671,25,m,single,n,achievement
2673,52,f,married,y,achievement
2674,35,f,married,y,achievement
2675,29,f,married,y,affection
2676,28,m,married,y,achievement
2677,37,m,married,y,achievement
2679,31,m,single,n,achievement
2680,25,m,married,n,affection
2682,34,m,single,n,achievement
2683,27,f,married,n,affection
2684,35,m,married,y,achievement
2685,51,f,married,y,achievement
2686,30,f,married,y,achievement
2688,37,f,married,y,achievement
2689,26,f,single,n,achievement
2690,20,f,married,n,achievement
2691,18,m,single,n,achievement
2692,22,f,single,n,achievement
2693,26,m,married,n,achievement
2694,30,f,married,y,achievement
2695,27,m,single,n,achievement
2696,28,f,married,n,achievement
2697,24,f,single,n,achievement
2698,28,f,single,n,affection
2699,49,f,married,y,achievement
2700,39,m,married,y,achievement
2701,42,f,married,y,achievement
2702,26,m,single,n,achievement
2704,29,f,single,n,achievement
2705,51,f,married,y,achievement
2706,34,f,married,y,achievement
2708,25,m,single,n,achievement
2709,26,m,single,n,achievement
2710,30,f,married,n,achievement
2712,34,m,married,y,achievement
2713,35,f,married,y,achievement
2714,39,f,married,y,achievement
2715,21,f,single,n,achievement
2716,33,m,single,n,achievement
2717,28,f,single,y,achievement
2718,35,f,married,y,affection
2719,21,m,married,y,affection
2721,53,m,married,y,affection
2722,38,f,married,y,achievement
2723,32,f,single,n,achievement
2724,31,f,married,y,achievement
2725,27,f,single,n,achievement
2726,36,m,married,y,achievement
2727,22,m,single,n,achievement
2729,39,m,married,y,achievement
2730,30,f,single,n,affection
2731,44,f,married,y,affection
2732,29,m,married,y,achievement
2733,20,f,single,n,achievement
2734,50,m,single,n,achievement
2735,34,m,married,y,achievement
2736,43,f,married,y,achievement
2737,34,f,single,n,achievement
2738,43,m,single,n,affection
2739,34,f,married,y,affection
2740,21,m,single,n,achievement
2741,28,m,single,n,achievement
2743,29,m,single,n,achievement
2744,27,m,single,n,affection
2745,31,f,married,y,affection
2746,31,f,married,y,achievement
2747,40,m,married,n,achievement
2748,22,m,single,n,achievement
2749,37,f,married,n,achievement
2750,23,m,single,n,achievement
2751,27,f,single,n,achievement
2753,25,f,single,n,achievement
2754,28,m,single,n,achievement
2756,24,m,single,n,achievement
2758,32,f,married,n,achievement
2760,25,f,single,n,affection
2761,28,m,single,y,achievement
2762,24,f,single,n,achievement
2763,28,m,married,n,achievement
2764,28,m,single,n,affection
2765,21,m,single,y,achievement
2766,29,m,single,n,achievement
2767,44,m,married,y,affection
2768,27,m,single,n,achievement
2769,30,f,single,n,achievement
2770,46,f,married,y,achievement
2771,25,f,single,n,achievement
2772,29,m,single,n,achievement
2773,30,m,single,n,achievement
2774,27,f,single,n,achievement
2775,33,m,single,n,achievement
2776,26,f,single,n,achievement
2778,27,m,single,y,achievement
2780,39,m,married,y,achievement
2781,41,f,married,y,achievement
2782,38,f,single,n,achievement
2783,26,f,single,n,achievement
2784,43,m,married,y,achievement
2785,22,m,single,n,achievement
2786,26,m,single,n,achievement
2787,40,m,single,n,achievement
2788,26,m,married,y,achievement
2789,21,f,single,n,achievement
2791,35,m,married,y,achievement
2792,34,m,single,n,achievement
2793,33,f,married,y,achievement
2795,28,m,single,n,achievement
2796,38,m,married,y,achievement
2797,53,m,married,y,affection
2798,23,m,single,n,achievement
2799,30,m,married,n,achievement
2800,30,f,married,y,affection
2801,30,f,married,y,affection
2802,22,m,single,n,achievement
2803,33,m,single,n,achievement
2804,32,m,married,y,achievement
2805,27,m,single,n,achievement
2806,22,f,single,n,achievement
2807,34,m,married,y,achievement
2809,26,f,single,n,achievement
2811,40,f,single,y,achievement
2812,30,f,married,y,achievement
2813,25,f,single,n,achievement
2814,26,f,single,n,affection
2815,24,f,married,y,achievement
2816,27,m,single,n,achievement
2817,23,f,single,n,achievement
2818,36,m,married,y,achievement
2821,54,f,married,y,achievement
2822,38,m,married,y,achievement
2823,24,m,single,n,achievement
2825,25,m,single,n,achievement
2826,41,m,single,n,achievement
2828,29,m,married,n,achievement
2829,25,m,married,y,achievement
2830,45,f,single,n,achievement
2831,22,f,single,n,achievement
2832,37,f,single,n,achievement
2833,29,m,married,n,achievement
2834,46,m,married,n,achievement
2836,25,m,single,n,achievement
2837,28,m,single,n,achievement
2838,29,f,single,n,achievement
2839,24,m,single,n,achievement
2840,29,f,married,y,achievement
2841,25,f,single,n,achievement
2842,22,m,single,n,achievement
2844,21,m,single,n,achievement
2845,28,f,single,n,achievement
2846,29,m,single,n,achievement
2847,18,m,single,n,achievement
2851,40,m,married,y,achievement
2852,28,m,single,n,achievement
2855,23,m,single,n,achievement
2856,31,m,married,y,achievement
2858,36,f,single,n,achievement
2860,22,f,single,n,achievement
2861,32,m,married,y,achievement
2863,30,f,married,n,achievement
2865,26,m,married,y,achievement
2866,22,m,single,n,achievement
2867,28,f,single,n,affection
2868,23,f,single,n,achievement
2869,26,m,married,y,achievement
2870,36,f,married,y,achievement
2871,28,f,single,n,achievement
2872,51,f,married,y,achievement
2873,20,m,single,n,achievement
2874,31,f,married,n,affection
2875,26,m,single,n,achievement
2876,47,f,married,y,achievement
2877,39,m,single,n,affection
2878,37,m,married,y,achievement
2879,27,m,single,n,achievement
2881,46,m,married,n,achievement
2882,53,f,married,n,achievement
2883,36,f,single,y,achievement
2884,20,m,single,n,achievement
2885,23,f,single,n,affection
2886,36,m,single,n,achievement
2887,22,m,single,n,achievement
2888,22,m,single,n,affection
2889,20,f,single,n,achievement
2890,33,m,married,y,achievement
2892,24,f,single,n,achievement
2894,46,f,single,n,achievement
2895,30,f,married,y,affection
2896,19,m,single,n,achievement
2897,18,f,single,n,achievement
2898,28,m,single,n,achievement
2899,21,f,single,n,achievement
2900,35,m,married,y,achievement
2902,25,m,single,n,achievement
2904,35,m,single,n,achievement
2905,20,m,single,n,achievement
2906,36,m,married,n,achievement
2907,21,f,single,n,achievement
2908,33,m,married,y,achievement
2909,23,f,single,y,achievement
2910,19,m,single,n,achievement
2911,54,m,married,n,achievement
2912,23,m,single,n,achievement
2913,40,f,married,y,achievement
2915,52,f,married,y,achievement
2918,19,m,single,n,achievement
2919,23,m,single,n,achievement
2921,29,m,single,y,achievement
2922,25,f,single,n,achievement
2924,32,m,married,y,achievement
2925,34,f,married,y,achievement
2927,34,f,married,n,achievement
2930,27,f,married,y,affection
2931,22,f,single,n,achievement
2933,33,m,married,y,achievement
2935,34,m,single,n,achievement
2936,28,m,single,n,achievement
2937,43,f,married,y,achievement
2938,36,m,married,n,achievement
2939,39,m,single,n,achievement
2940,29,f,single,n,achievement
2941,35,f,single,y,achievement
2943,45,f,single,n,achievement
2944,26,m,single,n,achievement
2946,22,m,single,n,achievement
2947,21,m,single,n,achievement
2948,29,m,single,y,achievement
2951,23,m,single,n,achievement
2952,21,m,single,n,achievement
2953,31,m,married,y,achievement
2955,28,m,married,y,achievement
2956,43,f,single,y,achievement
2957,34,m,married,y,achievement
2958,18,f,single,n,achievement
2959,29,m,single,n,achievement
2960,28,m,single,n,affection
2961,23,f,single,n,achievement
2965,42,m,single,n,achievement
2967,27,f,single,n,achievement
2968,22,f,single,n,achievement
2971,54,f,married,y,achievement
2972,23,f,married,n,achievement
2973,20,f,single,n,achievement
2977,33,m,single,y,affection
2978,30,f,married,y,affection
2980,26,m,single,n,achievement
2981,33,f,married,y,achievement
2982,45,f,married,y,achievement
2983,38,m,single,n,achievement
2984,28,m,married,y,achievement
2985,21,f,single,n,achievement
2986,42,m,married,y,achievement
2988,35,f,married,y,achievement
2989,27,m,single,n,achievement
2992,45,m,married,y,affection
2994,27,f,single,n,achievement
2995,25,f,married,n,achievement
2996,52,m,married,y,achievement
2997,27,m,married,n,achievement
2998,28,m,single,n,achievement
2999,29,f,married,y,achievement
3000,37,m,single,n,achievement
3001,35,f,single,y,achievement
3003,38,m,married,y,achievement
3004,29,f,married,y,affection
3005,19,f,single,n,achievement
3006,30,m,single,n,achievement
3007,37,m,married,n,achievement
3008,25,m,married,n,achievement
3009,45,f,married,y,achievement
3010,25,m,single,n,achievement
3011,30,f,single,n,achievement
3014,34,f,single,n,achievement
3015,18,m,single,n,achievement
3016,24,f,married,n,achievement
3019,29,m,married,n,achievement
3022,28,f,married,y,achievement
3023,25,m,single,n,achievement
3024,30,m,married,n,achievement
3025,24,m,married,y,affection
3026,31,f,married,y,achievement
3027,30,m,single,n,achievement
3029,45,f,married,y,achievement
3030,24,f,single,n,achievement
3031,23,m,single,n,achievement
3032,51,f,married,y,achievement
3033,30,f,married,y,achievement
3034,33,f,single,y,achievement
3035,32,m,single,n,achievement
3036,22,m,single,n,achievement
3037,29,f,married,y,achievement
3039,25,f,single,n,achievement
3040,28,f,single,n,achievement
3041,26,m,single,n,achievement
3043,32,f,married,y,achievement
3044,31,f,married,y,achievement
3046,26,m,single,n,affection
3047,27,m,married,n,achievement
3048,32,f,single,n,achievement
3049,29,m,married,y,achievement
3050,29,m,married,y,achievement
3051,53,m,married,y,achievement
3052,26,m,single,n,achievement
3053,30,m,single,n,achievement
3054,23,m,single,n,achievement
3056,27,m,single,n,achievement
3057,26,f,single,n,achievement
3058,26,m,single,n,achievement
3059,25,m,single,n,achievement
3060,26,m,single,n,achievement
3063,25,m,single,n,achievement
3064,27,f,married,n,achievement
3065,21,f,single,n,achievement
3066,33,m,single,n,achievement
3067,24,m,single,n,achievement
3068,23,f,single,n,achievement
3070,34,f,single,n,affection
3071,26,f,married,y,affection
3072,35,m,single,n,achievement
3073,38,f,married,y,affection
3074,29,m,single,y,affection
3075,33,f,married,y,affection
3076,23,m,single,n,achievement
3078,34,f,single,y,achievement
3079,29,f,married,y,achievement
3080,22,m,single,n,achievement
3081,31,m,single,n,achievement
3082,35,f,married,y,achievement
3083,33,f,married,y,achievement
3085,22,f,single,n,achievement
3086,25,m,single,n,achievement
3087,40,m,married,y,affection
3088,34,f,married,y,achievement
3089,39,f,married,y,achievement
3092,33,f,married,y,achievement
3094,35,f,married,y,achievement
3095,26,f,married,n,achievement
3096,25,m,single,n,achievement
3098,33,f,single,y,achievement
3100,21,m,single,n,achievement
3101,34,f,married,y,affection
3102,32,f,married,n,achievement
3105,27,f,married,y,achievement
3107,28,f,single,n,achievement
3108,22,m,single,n,achievement
3109,22,f,single,n,achievement
3111,28,m,single,n,achievement
3112,26,f,single,n,affection
3113,29,m,married,n,achievement
3114,36,f,married,n,achievement
3115,25,m,single,n,achievement
3116,44,m,married,y,achievement
3118,26,m,single,n,achievement
3120,23,m,single,n,achievement
3121,47,m,married,n,achievement
3122,35,f,married,y,achievement
3123,28,m,married,y,achievement
3124,34,f,single,n,achievement
3125,26,m,single,n,achievement
3126,25,f,married,y,achievement
3127,47,f,single,n,affection
3130,34,f,married,n,affection
3131,35,m,married,y,affection
3133,32,f,single,n,achievement
3134,28,f,married,y,achievement
3135,23,m,single,n,achievement
3138,25,m,single,n,achievement
3139,29,f,married,y,affection
3140,32,m,single,n,achievement
3141,28,m,single,n,achievement
3142,29,f,married,y,achievement
3143,26,m,single,n,achievement
3144,20,f,single,n,achievement
3145,28,m,single,n,achievement
3146,24,f,single,n,achievement
3148,41,m,married,n,achievement
3149,21,f,single,n,achievement
3151,28,f,married,y,achievement
3152,27,m,married,y,affection
3154,30,m,single,n,achievement
3155,41,f,single,y,achievement
3156,22,f,single,n,achievement
3157,23,m,single,n,achievement
3158,32,m,married,y,achievement
3159,23,f,single,n,achievement
3160,27,f,married,n,achievement
3161,29,f,single,n,achievement
3163,35,m,married,y,achievement
3167,24,m,single,n,achievement
3168,25,m,single,n,achievement
3169,36,m,single,n,affection
3171,31,m,married,n,affection
3172,23,m,single,n,achievement
3173,32,f,married,n,achievement
3174,26,m,married,n,achievement
3176,20,m,single,n,achievement
3177,26,m,married,y,achievement
3178,34,f,single,y,achievement
3179,31,m,married,n,achievement
3180,24,f,single,n,achievement
3181,21,m,single,n,achievement
3182,30,m,single,n,affection
3183,46,f,single,n,achievement
3184,54,f,single,n,achievement
3185,22,m,single,n,achievement
3186,30,f,single,y,affection
3187,44,m,married,y,achievement
3188,44,m,single,y,achievement
3189,22,m,single,n,achievement
3190,21,f,single,n,achievement
3191,24,m,single,n,achievement
3193,26,m,single,n,achievement
3194,54,f,married,y,achievement
3195,23,m,single,n,achievement
3196,25,m,single,n,achievement
3197,33,f,married,y,achievement
3200,46,m,married,y,achievement
3202,35,f,single,y,achievement
3203,28,m,single,n,achievement
3204,27,f,married,y,achievement
3205,30,m,single,n,achievement
3206,35,m,married,y,affection
3207,51,m,married,y,achievement
3209,55,f,married,n,affection
3210,32,m,married,y,achievement
3211,28,m,single,n,achievement
3212,34,f,married,y,achievement
3213,47,m,married,y,affection
3214,27,f,single,y,achievement
3215,41,f,married,y,affection
3216,28,f,single,n,achievement
3218,33,f,married,y,affection
3219,39,f,married,y,achievement
3220,37,f,married,y,affection
3221,22,f,married,y,achievement
3223,40,f,single,n,achievement
3224,21,m,single,n,achievement
3225,44,m,married,n,achievement
3226,37,f,single,n,achievement
3227,23,f,single,n,achievement
3228,27,m,single,n,achievement
3229,32,f,single,n,achievement
3230,30,f,single,y,achievement
3231,32,m,married,y,affection
3232,32,f,married,n,achievement
3233,32,m,single,n,achievement
3234,30,f,married,n,achievement
3235,26,f,married,y,achievement
3236,28,m,married,y,achievement
3237,43,m,single,n,affection
3238,27,f,single,n,achievement
3239,33,f,married,y,achievement
3241,34,m,married,y,affection
3242,45,f,married,y,achievement
3243,23,m,single,n,achievement
3244,31,m,single,n,achievement
3245,20,m,single,n,achievement
3247,33,f,married,n,achievement
3248,38,f,married,y,achievement
3251,23,m,single,n,achievement
3255,24,m,single,n,affection
3256,33,m,married,y,achievement
3257,44,m,single,n,achievement
3258,24,m,single,n,achievement
3259,28,m,married,n,achievement
3260,49,f,single,y,achievement
3261,31,m,married,y,achievement
3262,32,f,married,y,achievement
3263,40,f,married,y,affection
3264,34,f,married,y,achievement
3265,38,f,single,n,achievement
3266,31,m,married,n,achievement
3267,23,m,married,y,achievement
3269,34,f,married,n,affection
3271,32,m,single,n,achievement
3272,53,f,married,y,achievement
3273,20,m,single,n,achievement
3274,26,m,single,y,achievement
3275,52,f,married,y,achievement
3277,27,f,single,y,achievement
3278,26,f,single,n,achievement
3279,21,m,single,n,achievement
3280,22,m,single,n,achievement
3281,19,m,single,n,achievement
3282,48,f,married,y,achievement
3283,23,m,single,n,achievement
3284,25,m,single,n,achievement
3286,29,f,married,y,achievement
3287,35,m,married,n,achievement
3288,40,m,married,y,affection
3289,24,m,single,n,achievement
3290,22,m,single,n,achievement
3291,34,f,married,y,achievement
3292,23,m,married,y,achievement
3294,23,f,single,n,affection
3295,43,f,married,y,achievement
3296,29,f,single,n,achievement
3297,33,f,married,y,achievement
3298,31,f,married,n,achievement
3299,22,f,single,n,achievement
3300,23,m,single,n,achievement
3301,27,f,single,y,achievement
3302,33,m,single,n,achievement
3304,31,m,single,y,achievement
